Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Comoros,654.180431,691.0419781,761.9478884,959.2289884,1090.427168,1103.195417,1155.085676,1289.79485,1454.650909,1409.106673,1384.063284,1526.832638,1483.951559,1595.989819,1608.687875,1322.936775
Cabo Verde,1176.707258,1208.457605,1311.214577,1693.978552,1900.888467,1972.784937,2220.098177,3268.305689,3839.863644,3592.315891,3500.977452,3880.069182,3583.461717,3757.659953,3739.278279,3169.078915
Costa Rica,3773.033793,3941.598643,4021.425361,4123.506487,4376.080428,4643.45857,5188.361792,6055.086779,6841.91146,6737.860754,8147.243985,9137.455102,9971.651656,10633.26656,10737.67888,11529.95517
Caribbean small states,5246.596267,5368.469898,5594.321499,5938.534367,6453.146297,7248.425703,8192.985214,9053.247567,10222.72794,8592.549104,9271.138079,9947.61599,10416.84121,10542.07521,10711.77866,10447.67995
Cuba,2752.203783,2844.244437,3007.193074,3205.688398,3403.296163,3791.873006,4336.87333,4814.854876,4992.824494,5094.437562,5275.532601,6106.006792,6467.337914,6814.243844,7117.52691,7683.757891
Curacao,,,,,,,,,,,,19446.45657,19886.67837,19762.73962,19552.66055,19260.26985
Cayman Islands,,,,,,,87184.51299,89960.68303,89704.22255,81398.3236,76873.19532,75435.61523,75466.13587,75685.35837,76610.64797,77295.84566
Cyprus,14388.34766,14821.44727,16093.21484,20252.23828,23792.62109,24959.25977,26729.32422,31244.92578,35397.36328,32109.24219,31105.02734,32485.80273,28991.92969,27797.45313,27244.34375,23487.21875
Czechia,6028.582612,6637.106512,8060.888811,9818.568493,11749.87552,13430.66055,15261.80885,18466.57826,22804.6222,19861.69743,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832
Germany,23694.76048,23628.32721,25197.2656,30310.3576,34106.65812,34520.23965,36353.88033,41640.08087,45612.71062,41650.36783,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644
Djibouti,742.8656972,747.7791229,749.0816325,771.3742316,813.8979436,852.8901883,907.8179438,980.0310324,1131.635726,1164.251683,1227.820853,1322.726251,1418.460858,2102.197948,2239.114538,2409.311902
Dominica,4879.149773,4991.764173,4881.138793,5016.088237,5354.799195,5304.126097,5677.051175,6126.849496,6661.465047,7109.978253,7182.400203,7288.497948,7054.875977,7240.679119,7498.917522,7724.042411
Denmark,30743.3797,30751.58969,33228.63392,40458.94117,46511.93475,48799.74423,52027.18907,58487.04601,64321.67448,58163.63853,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637
Dominican Republic,2845.84661,2953.247928,3085.517866,2399.498123,2468.436815,3903.815184,4080.045714,4676.079111,5053.330291,5002.153233,5509.568054,5859.381545,6049.471611,6171.295064,6533.670968,6838.936735
Algeria,1780.376071,1754.582365,1794.811114,2117.048229,2624.795232,3131.328176,3500.13461,3971.803488,4946.564017,3898.478806,4495.921455,5473.281801,5610.733306,5519.777576,5516.229463,4197.419971
East Asia & Pacific (excluding high income),954.4402678,1007.04169,1104.502936,1238.476501,1425.370608,1637.759748,1956.520019,2454.110648,3080.444256,3316.541049,4006.200578,4860.739218,5375.84283,5882.142195,6291.283382,6501.712686
Early-demographic dividend,1354.97962,1318.622535,1259.776023,1378.403952,1577.937232,1809.847606,2036.405187,2370.896453,2632.819457,2502.95553,2988.449997,3250.776704,3348.112789,3347.113999,3414.437827,3204.508591
East Asia & Pacific,4089.042659,3769.110169,3796.538934,4141.299245,4609.602569,4881.332927,5134.809962,5695.51483,6518.999914,6661.461523,7721.625263,8890.748424,9435.97324,9468.444029,9694.447645,9586.891992
Europe & Central Asia (excluding high income),1788.405846,1766.924381,2024.52034,2552.669306,3380.644908,4272.294816,5231.247792,6713.473631,8288.165608,6465.414241,7789.147103,9625.735509,10208.41973,10750.56158,9890.316591,7459.081845
Europe & Central Asia,11667.34207,11768.86293,12865.05473,15600.8596,18128.95409,19225.89155,20749.89102,24158.91244,26480.67129,23197.64344,23640.97882,26151.00929,25093.6904,26090.30283,26321.08796,22560.0453
Ecuador,1451.530885,1904.81367,2184.209244,2438.343684,2703.565671,3014.310009,3340.840903,3579.032244,4260.433184,4240.702593,4640.246344,5202.656459,5678.455721,6050.354611,6374.631486,6130.586676
Egypt,1398.859831,1327.096518,1144.532398,1056.937209,1016.253884,1133.105461,1332.33941,1586.472921,1941.899973,2212.218148,2509.772034,2645.622535,3059.135428,3088.890834,3196.861381,3370.382447
Euro area,20215.55369,20450.57671,22213.00242,27193.00196,31004.9761,31947.66797,33794.82226,38715.44386,42353.18619,38578.92139,37605.03538,40656.43927,37594.91772,39119.9712,39913.12126,34388.81037
Eritrea,,215.139213,,232.7945459,287.4222243,276.75896,297.828588,317.3294336,326.825642,,482.14994,582.775532,,,,
Spain,14749.68742,15369.00116,17106.68658,21510.83625,24907.00085,26429.15094,28389.07858,32591.35031,35510.72223,32169.50285,30532.48051,31677.90031,28322.94659,29077.18206,29513.65118,25754.36103
Estonia,4070.609024,4505.858332,5341.628947,7203.523038,8914.103557,10412.64431,12639.40007,16744.58445,18204.96648,14711.73527,14663.04461,17487.80478,17403.20533,19056.00192,20261.06673,17402.03761
Ethiopia,122.9616647,119.2618573,110.4608747,117.8601647,134.5424863,160.0767918,191.7512925,240.347972,320.8610897,373.8939587,335.4384953,348.0013483,458.5509208,490.7924741,557.5341484,630.3126271
European Union,16948.33087,17198.66153,18760.21387,22968.02877,26307.24702,27341.7105,29089.54829,33587.02654,37043.63193,33480.2285,32965.43636,35766.56392,33170.15826,34564.92795,35280.74883,30485.75829
Fragile and conflict affected situations,858.5623924,837.9109074,802.664398,820.8056368,1010.735452,1240.316864,1500.066154,1784.593423,2207.603869,1990.750409,2298.316256,2109.800438,2307.627016,2338.125964,2423.846582,1893.140624
Finland,24345.91482,24967.79252,26997.75299,32927.68029,37772.17811,39054.85044,41222.602,48476.39273,53772.79424,47481.48454,46505.30318,51148.93164,47708.06128,49892.22336,50327.24029,42801.90812
Fiji,2015.857496,1964.130251,2157.076596,2680.270209,3124.607389,3406.475158,3483.597185,3793.097385,3928.921739,3184.689123,3469.150224,4160.721585,4359.792845,4586.956165,5305.0634,5105.190039
France,22416.42542,22449.33969,24288.27002,29627.92426,33797.16244,34768.1759,36470.21284,41557.62356,45515.96175,41737.76355,40676.06479,43846.46608,40870.85236,42602.71797,43068.54872,36652.92231
Faroe Islands,23370.77329,25089.59114,27238.02496,31691.87848,35940.96286,36440.3222,41762.68751,48365.73654,51431.97478,47410.95857,48167.66751,51786.48548,50157.0628,55560.13613,60126.12921,52726.6887
Micronesia (Federated States of),2088.209544,2152.52528,2165.48682,2195.187156,2155.78169,2256.011357,2298.636458,2344.403462,2420.749006,2598.403604,2760.01134,2885.441249,3023.585446,2920.700863,2928.448782,2891.322103
Gabon,3991.157151,3844.561348,3976.646799,4724.254797,5483.144572,6570.96327,6873.453984,8036.919948,9732.226524,7325.909508,8399.597344,10273.79845,9348.514868,9250.081117,9255.368037,7090.454634
United Kingdom of Great Britain and Northern Ireland,28289.65269,27888.60511,30078.60813,34480.94106,40392.26486,42131.82707,44537.71234,50438.2296,47432.8791,38820.01459,39693.19387,42150.69814,42485.58607,43449.09172,47447.58893,45071.07432
Georgia,749.908535,801.983966,853.5261719,1010.031516,1305.047486,1642.783594,1996.019759,2635.367029,3324.754464,2822.689233,3233.220357,4021.754204,4421.929819,4623.884714,4739.277808,4014.112241
Ghana,253.3802114,263.1700834,297.0469387,357.8478478,405.4249676,477.6008364,904.1697251,1047.199209,1178.955877,1044.005237,1258.963903,1501.059171,1536.619916,2282.407501,1942.921869,1711.271471
Gibraltar,,,,,,,,,,,,,,,,
Guinea,359.2866701,335.0142928,343.9345943,392.8798442,405.6960598,321.3386332,452.2761597,657.9934738,712.099416,670.2612536,667.2816019,644.5025486,707.9676782,757.6922725,774.5690396,756.4255898
Gambia,544.6209571,464.6396263,379.8624179,310.9570647,596.6292799,618.9598062,615.9739283,725.0922752,857.8582399,772.1249279,796.6318388,705.4774939,686.5575601,647.3855375,561.6496393,611.6712178
Guinea-Bissau,301.495571,312.2535665,324.9699,362.9061593,394.995798,425.4718887,418.902079,480.4386022,583.2683059,543.5624692,542.2841012,683.534476,598.5726262,616.1599287,605.1225465,585.9570126
Equatorial Guinea,1527.056378,2031.419386,2395.845119,3146.518575,5337.614389,9502.858816,11140.19017,13776.90333,19849.71777,14398.77049,14905.51457,18659.41604,18756.42501,17644.59431,16804.92493,9788.983804
Greece,12072.92936,12549.03689,14177.57216,18518.37884,21995.47794,22560.14729,24821.93675,28863.97329,32127.98319,29828.75602,26716.64883,25483.88256,21912.99829,21787.78776,21616.71001,18083.87791
Grenada,4840.684064,4821.784995,4992.441407,5435.151806,5470.603315,6308.665042,6295.281172,6790.63408,7343.44527,6810.440318,6760.974884,6775.749278,6900.765076,7205.254765,7726.378262,8379.621847
Greenland,19004.00345,19275.43281,20652.84127,27459.87394,32023.68383,32489.72773,35458.25231,39780.94535,44366.78732,44918.84418,43988.52803,47186.88008,45936.95995,47535.49104,50485.22741,44536.35609
Guatemala,1664.307712,1550.361845,1682.994501,1737.879287,1859.099338,2068.488161,2251.078833,2490.747774,2802.451459,2651.831609,2852.557652,3228.03814,3355.034599,3522.767541,3779.626042,3994.629085
Guam,,,20878.05958,21844.11054,23590.88803,25621.84516,25735.5397,26686.81682,28277.43208,29335.27768,30011.21858,30087.71559,31642.14626,32318.8909,33483.94144,34522.37793
Guyana,938.893298,937.2979905,955.0302105,976.9932616,1036.019877,1085.784887,3138.082204,3609.908515,4011.386897,4213.816229,4589.87249,4960.004726,5461.390076,5576.250215,5495.377084,5668.429765
High income,25191.04601,24790.1596,25689.10529,28619.19598,31668.28349,33273.29327,34886.16798,37890.90331,40040.8293,37226.6503,38764.4469,41681.64235,41480.20277,41752.80006,42410.74826,39815.14025
"Hong Kong SAR, China",25756.77397,25230.37809,24665.83729,23977.17341,24928.10037,26649.63658,28224.09395,30593.95248,31515.52786,30697.53839,32550.13789,35142.48793,36730.79777,38403.77771,40315.37222,42432.16197
Honduras,1079.605666,1118.940894,1119.424251,1142.811372,1201.247505,1289.823137,1409.579723,1559.886044,1713.418134,1762.34916,1874.271704,2053.959731,2107.345481,2064.550519,2164.424516,2257.225284
Heavily indebted poor countries (HIPC),373.7261472,353.713922,371.7423707,408.6075417,457.0041787,509.5862257,584.6656487,679.6313797,786.9615547,773.5414671,831.1322513,906.8094936,912.7737784,986.9314556,1018.505993,961.0591229
Croatia,4952.377753,5364.010241,6219.473213,8192.322633,9723.381024,10446.36044,11489.39127,13728.52101,15857.71225,14387.65664,13664.20884,14623.99053,13410.82081,13949.12177,13970.98323,12071.09096
Haiti,814.9979197,743.9112731,716.482616,575.5568301,679.2800543,771.5350027,824.3580518,979.5996409,1089.576355,1191.802935,1204.862055,1306.845319,1356.172777,1452.313548,1454.649175,1405.714786
Hungary,4624.282203,5276.033189,6655.333009,8419.432122,10301.7017,11223.3993,11489.56087,13940.90675,15772.32703,13077.30762,13217.5046,14234.47158,12984.83657,13715.07036,14294.25842,12717.0386
IBRD only,1467.06151,1467.853387,1473.302167,1638.368857,1931.674832,2284.613072,2681.639623,3298.166037,3918.607266,3762.433909,4529.801361,5309.500303,5583.262876,5827.251601,5959.81193,5524.939798
IDA & IBRD total,1254.879278,1251.194863,1258.215359,1393.833999,1636.296314,1925.900518,2255.215139,2750.813495,3256.882986,3124.360069,3733.395738,4312.792115,4518.830469,4713.754263,4823.227179,4473.545245
IDA total,496.815031,486.9349495,510.2093525,554.6177317,635.3873836,725.6224333,847.3325369,967.1284154,1128.303904,1098.428475,1239.076764,1231.982294,1267.391891,1348.338145,1423.486805,1361.632773
IDA blend,557.3766149,541.5802139,582.9785972,640.7861083,760.5112228,888.8834078,1093.289683,1231.331082,1421.451194,1315.457621,1512.221665,1699.056456,1833.522756,1954.033184,2083.535952,1930.750224
Indonesia,770.8653516,739.0039465,888.9013897,1052.413199,1136.755211,1249.397694,1572.79794,1840.329927,2144.389544,2239.095265,3094.443079,3613.800888,3668.212084,3602.885517,3476.624854,3322.581679
IDA only,467.8071606,460.8159241,474.7650603,512.5170977,573.5737297,644.5687269,724.2890176,835.1335966,981.8305222,990.0227793,1102.161385,996.6359227,981.987505,1043.138599,1091.213992,1075.731885
Isle of Man,20693.83817,21716.94604,25230.07556,29877.95876,35872.72612,38184.33783,42662.60285,55072.17799,72304.9475,66175.22758,70625.16854,77838.39693,79326.383,83204.74717,91881.12836,84753.45673
India,442.0347789,449.9111249,468.8444283,543.8437989,624.1050944,710.5093449,802.013742,1022.732476,993.5034125,1096.636136,1350.634457,1449.603301,1434.017978,1438.056995,1559.863772,1590.174322
Ireland,26334.56721,28282.40988,32705.43456,41203.52958,47754.20232,50933.02161,54329.16186,61396.41746,61353.10656,52133.09062,48663.60044,52183.13293,49054.69743,51546.35476,55643.05943,62053.98444
Iran (Islamic Republic of),1672.022877,1902.947639,1910.477134,2259.51632,2751.793042,3226.613971,3736.177793,4838.003556,5623.911681,5602.556282,6458.573956,8201.581678,8329.002067,6280.681868,5757.543333,4990.936795
Iraq,1963.722839,1422.831339,1254.162045,809.845684,1314.762559,1740.66833,2253.547113,3099.59197,4504.508094,3686.402133,4430.426242,5736.898959,6437.503076,6612.902252,6215.986033,4416.942923
Iceland,32096.37226,28897.44295,32409.22793,39476.70685,47334.95313,56794.88022,57492.93425,69495.72674,56943.35966,41301.27943,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151
Israel,21630.57077,20909.67895,19035.00197,19627.03184,20557.15507,21223.93559,22494.60002,25633.74961,30173.18336,28316.78537,31266.60532,34354.71612,33156.22832,36941.84236,38259.6811,36206.52222
Italy,20137.59122,20500.9544,22376.2979,27526.32246,31317.20079,32055.09208,33529.7266,37870.74751,40944.91242,37226.75719,36035.645,38649.63948,35051.52127,35560.08141,35565.72138,30242.38614
Jamaica,3447.303896,3502.213118,3683.893363,3557.200606,3819.284231,4200.388958,4435.571475,4738.449788,5056.258008,4452.120808,4835.791068,5259.931741,5365.242149,5143.722172,4991.564267,5077.551636
Jordan,1673.358125,1738.383411,1816.40692,1889.437839,2062.69597,2216.945182,2478.291944,2643.169309,3416.126067,3618.892617,3914.701231,4152.493981,4386.461819,4477.618321,4255.894302,4064.25301
Japan,39169.36018,34406.16902,32820.78863,35387.04836,38298.98017,37812.89102,35991.54239,35779.01568,39876.3063,41309.00165,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938
Kazakhstan,1229.000958,1490.926751,1658.031146,2068.123518,2874.288483,3771.278957,5291.574022,6771.416639,8458.019498,7165.224794,9070.488253,11633.99856,12386.69927,13890.634,12807.26307,10510.77031
Kenya,411.8213539,408.3606087,401.0923718,441.3914117,462.6182158,522.7768371,699.3997381,840.1916319,915.9989157,1049.121794,1093.639628,1099.315465,1289.780795,1376.829206,1489.919724,1496.653568
Kyrgyzstan,279.6195693,308.4096116,321.7270332,380.5064324,433.2349766,476.5518917,543.1107031,721.7695263,966.3938474,871.2242201,880.0385141,1123.883136,1177.975258,1282.438247,1279.770777,1121.082691
Cambodia,301.5165985,322.8998639,341.0367658,364.2753017,410.0861329,475.0693943,539.7473654,629.9210767,742.3979724,734.8151186,782.6957387,880.3103044,950.4825446,1015.220881,1098.074538,1170.742816
Kiribati,757.1334363,696.9975512,781.3628639,956.8304784,1063.878193,1142.335559,1101.457235,1300.758798,1356.647112,1249.302417,1438.080772,1644.407212,1698.91907,1628.642442,1546.881359,1459.143695
Saint Kitts and Nevis,9275.989746,9973.553451,10398.52528,10119.74478,10882.35294,11711.15471,13747.80934,14660.96321,16491.88509,16374.25689,16427.62101,17571.98446,17293.80605,18315.91468,19945.39267,20025.88485
Republic of Korea,12256.99357,11561.24837,13165.06574,14672.85747,16496.12009,19402.50326,21743.47709,24086.41143,21350.42863,19143.85161,23087.22564,25096.26388,25466.76052,27182.73431,29249.57522,28732.23108
Kuwait,19493.91453,17517.72519,18626.7595,22781.11943,27601.40006,36144.99495,42970.66313,45729.80604,55595.40848,37906.1503,39212.63528,49010.32037,51271.14865,47762.72232,43239.81365,29315.19607
Latin America & Caribbean (excluding high income),4204.241039,4029.722411,3573.283706,3607.2034,4065.175092,4862.512329,5606.302095,6549.142864,7494.721486,6881.488603,8526.030776,9854.289655,9692.404612,9840.598597,9781.723747,8226.892485
Lao People's Democratic Republic,318.7709228,320.4190111,313.6184405,355.6514836,410.251319,467.3795927,581.0102436,699.0413761,887.6397349,936.7903214,1127.835236,1363.72529,1566.009745,1815.440238,1984.50867,2125.459057
Lebanon,3994.861144,4021.177263,4307.100827,4458.10858,4625.304247,4630.009214,4665.962801,5162.032959,5957.696754,7149.791498,7695.245415,7914.109568,8500.180563,8255.209211,7665.379692,7802.751368
Liberia,301.8764697,303.8588056,302.8818868,242.4499372,287.2746919,290.5412149,323.8412258,377.9516288,456.1446999,452.7452289,497.0203654,573.5264222,644.4555767,717.6357533,713.7348824,699.6629469
Libya,7424.353472,6465.622203,3789.20527,4738.828475,5823.637943,8108.052608,10060.36104,11158.11227,13921.89923,9560.803808,11611.3586,7784.133214,15765.41979,12589.52971,9408.752546,7867.515731
Saint Lucia,5846.975502,5558.069371,5562.457123,6055.967957,6494.600349,6866.092387,7618.90542,7975.792541,8528.682085,8259.322338,8672.128999,9110.75181,9231.661827,9542.713574,10007.18689,10290.35048
Latin America & Caribbean,4398.042482,4243.413067,3758.838202,3786.150864,4306.601982,5142.165707,5949.035123,6928.065905,7965.66107,7403.604428,9083.541644,10224.39712,10221.92606,10363.64387,10458.75905,8652.439965
Least developed countries: UN classification,330.1285757,314.9298781,334.3803165,365.4226439,411.6524669,474.1655466,536.8245791,628.648109,750.0554068,737.951702,818.4543908,928.0109418,950.8895163,1011.223772,1060.760412,1003.222655
Low income,487.4812107,474.5397173,496.2464859,525.6774205,599.6372408,697.2693889,782.0465434,911.052003,1062.161407,1059.19869,1158.035751,819.7168186,756.6619014,752.721539,790.0805138,772.240785
Liechtenstein,75210.15544,74658.45394,79797.52129,90317.74821,100710.6201,105751.5269,114652.2123,130908.4082,143540.5734,126261.4321,141466.8754,158603.6039,149461.7089,173659.4965,179467.5069,167809.2127
